id,strategy_id,name,,Content,type,category,,,,,4_See_N_Do_It,5_Coach_It,6_Own_It,7_PDF,8_Target_Audience,9_Lesson_Category,Playbook ,Vimeo ID,,Featured image
,,Penn State Offense,12,"Led by, 2019 Tewaaraton Award Finalist and record setting distributor Grant Ament (1) and sniper Mac O’Keefe (3), Penn State scored 17.94 goals per game and had the #1 offense in 2019. Although the performance of Ament and O’Keefe drew the headlines, neither would have achieved nearly as much without the exceptional play of: Dylan Foulds (14), Nick Spillane (13), Jack Kelly (25), TJ Malone (7), and a few others. Anytime the defense gave Ament or O’Keefe too much room they would get burned. When the defense adjusted to help cover Ament or O’Keefe the others would capitalize. The six players were like piranhas, combining to be nearly unstoppable.",offense,,,,,,09-14,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/penn-state-offense-pdf-lacrosse-powlax.pdf/,1078452461,[mpdl-file-link file_id=1076],https://powlax.com/wp-content/uploads/2020/08/2019-Penn-State-Offense-Lacrosse-POWLAX-2.webp;https://powlax.com/wp-content/uploads/2020/08/Take-This-As-A-Master-Class-Banner-Black-White-and-Gold-1.webp
,,Picking vs Zone Defense,106,This video explores the benefits of using picks when the defense is playing in a zone.,offense,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/how-to-beat-zone-defense-lacrosse-coaching-zone-offense-powlax.pdf/,1092024900,[mpdl-file-link file_id=1305],https://powlax.com/wp-content/uploads/2022/07/1B2E8BF7-9EB1-4914-898D-5ED42D248A96.webp
,,Picks Behind Offense,107,Penn States Picks Behind Offense,offense,,,,,,06-08,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/penn-state-offense-pdf-lacrosse-powlax.pdf/,1092031217,[mpdl-file-link file_id=1193],https://powlax.com/wp-content/uploads/2020/08/Picks-Behind-Offense-Penn-State-Lacrosse-POWLAX.webp
,,Power 1 Midfield Play (21-12),109,The Power 1 Midfield Play is a set play that uses a misdirection pick or a double pick to produce a step down shot from 8-10 yards by creating a skip lane or a shot on the run with a sweep by picking the switch.,offense;motion-offense;set-plays,,,,,,06-10,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/power-1-midfield-play-lacrosse-powlax.pdf/,1078459852,[mpdl-file-link file_id=1172],https://powlax.com/wp-content/uploads/2020/08/Power-1-Midfield-Play-Lacrosse-POWLAX.webp
,,Pushin P (Pressure) Man Down Defense,110,Corner Canyon killed us by applying pressure on Man Down. We liked it so much that we took it!,defense;man-down,,,,,,09-10,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/a-complete-guide-to-man-down-defense-lacrosse-powlax.pdf/,1081205038,[mpdl-file-link file_id=1309],https://powlax.com/wp-content/uploads/2022/07/Pushin-P-Thumbnail.webp
,,Reading Man Down Defense in a 3-3,112,This is an in-depth exploration of how to read the man down defense when your team is in a 3-3 formation on man up.,man-up,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/reading-man-down-defense-in-a-3-3-lacrosse-powlax.pdf/,1078534101,[mpdl-file-link file_id=1221],https://powlax.com/wp-content/uploads/2020/08/Reading-Man-Down-Defense-in-a-3-3-Lacrosse-POWLAX.webp
,,Recruiting Anxiety,113,"A look at the stressful lacrosse recruiting landscape, misconceptions that create a ton of anxiety for ambitious high school players, and a few ways to reorient our perspective.",,,,,,,,,,,,coaches_corner,,1078458907,[mpdl-file-link file_id=1311],https://powlax.com/wp-content/uploads/2020/08/Recruiting-Anxiety-Lacrosse-POWLAX.webp
,,Regular Midfield Motion (21-12),58,The Regular Midfield Motion is a 21-12 Motion that reflects the Triangle Offense Concept. It is made up of the &#8220;Dodge-Follow-Float&#8221;and &#8220;Sweep-Fade-Float&#8221;motions that reflect the decision of the dodger when they sweep across the top or dodge down the alley.,offense; motion-offense,gameplay-concept,,,,,06-10,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/regular-midfield-motion-lacrosse-powlax.pdf/,1078459435,[mpdl-file-link file_id=1215],https://powlax.com/wp-content/uploads/2020/08/Regular-Midfield-Motio.webp;https://powlax.com/wp-content/uploads/2020/08/Sweep-Fade-Float-Lacrosse-POWLAX.webp;https://powlax.com/wp-content/uploads/2020/08/Dodge-Follow-Float-Lacrosse-POWLAX-scaled.webp
,,RIT's Championship Tiger Zone,114,"After falling to a 7-2 deficit in the 2nd quarter, The Rochester Institute of Technology (RIT) used a House and 1 Zone to switch up the tempo and ultimately with the 2022 DIII National Championship against Union. This video and PDF will overview the zone they used.",defense; zone-defense,,,,,,09-14,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/rits-house-and-1-tiger-zone-lacrosse-powlax.pdf/,1081205255,[mpdl-file-link file_id=1107],https://powlax.com/wp-content/uploads/2022/07/RITs-Tiger-Zone-Thumbnail.webp
,,Running The Box (Substitutions),115,"Running the box is a thankless task, but when it&#8217;s done properly is as fluid as the game itself. Learn how to integrate substitution into your complete game plan.",,,,,,,11-12,13-14,15-18,,coaches,coaches_corner,,184030313,[mpdl-file-link file_id=1241],https://powlax.com/wp-content/uploads/2020/08/Running-The-Box-Lacrosse-POWLAX-scaled.webp
,,Rutgers 3-3 Flip and Swing Man Up Plays,117,"The Rutgers Flip and Swing Man Up Plays were used to score two goals in their win over Ohio State in 2019. The plays used a flip, quick ball movement, and off ball motion to exploit Ohio State&#8217;s 5 Man Rotation.",man-up,,,,,,09-14,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/rutgers-3-3-flip-and-swing-man-up-plays-lacrosse-powlax.pdf/,1092030981,[mpdl-file-link file_id=1118],https://powlax.com/wp-content/uploads/2020/08/Rutgers-3-3-Flip-and-Swing-Man-Up-Plays-Lacrosse-POWLAX.webp
,,Rutgers Set Play (21-12),118,"This simple and effective motion incorporates a dodge, ball reversal, and draft cut to help you score goals in those all important moments!",offense;set-plays,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/rutgers-set-play-21-12-lacrosse-powlax.pdf/,1078534057,[mpdl-file-link file_id=1313],https://powlax.com/wp-content/uploads/2020/08/Rutgers-Set-Play-Lacrosse-POWLAX-1-scaled.webp;https://powlax.com/wp-content/uploads/2020/08/Rutgers-Set-Play-Lacrosse-POWLAX-scaled.webp
,,Saints Passing Drill,119,"Get every player on your team involved and teach them fundamental skills like passing, catching, coming off picks, fakes, and east-west dodges with this new school stick skill drill.",,skill-drill,,,,,06-08,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/saints-passing-drill-lacrosse-powlax.pdf/,180762454,[mpdl-file-link file_id=1207],https://powlax.com/wp-content/uploads/2020/08/Saints-Passing-Drill-POWLAX.webp
,,Salisbury Call Drill (Slide and Recover),120,"The Salisbury Call Drill is a fast-paced slide and recovery drill that teaches sliding, recovering, bumping, and playing the two inside. Offensively, it focuses on stepping away to accept slides in order to move the ball.",defense,team-competition,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/salisbury-call-drill-lacrosse-powlax.pdf/,1078459726,[mpdl-file-link file_id=1211],https://powlax.com/wp-content/uploads/2020/08/Salisbury-Call-Drill-Lacrosse-POWLAX.webp
,,Salisbury Low Shallow Cut Offense vs Zone Defense,121,Salisbury used an open set with low shallow cuts to draw the zone out of position and cut behind ball watching players!,offense,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/how-to-beat-zone-defense-lacrosse-coaching-zone-offense-powlax.pdf/,1081204779,[mpdl-file-link file_id=1265],https://powlax.com/wp-content/uploads/2022/07/F640F4E3-31F8-4C53-AD30-B5414A5A18FE.webp
,,Salmon Bellies Slip Shooting Drill,122,Salmon Bellies is a simple shooting drill that emphasizes slipping after picking off ball!,offense,skill-drill,,,,,06-08,06-08,09-10,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/salmon-bellies-slip-shooting-drill-lacrosse-powlax.pdf/,1081205239,[mpdl-file-link file_id=1315],https://powlax.com/wp-content/uploads/2020/08/Salmon-Bellies-Slip-Shooting-Drill-Box-Lacrosse-POWLAX.webp
,,Seawolves Drill Off Ball offense and Defense Mens and Womens Lacrosse,123,The Seawolves drill is a high-level off-ball offensive and defensive drill that revolutionized how our players played off-ball this year. I believe that it is one of the main factors that propelled us to our first-ever playoff win because it forces players into game-like off-ball finishing situations.,offense; defense,team-competition,,,,,06-10,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/4-corner-seawolves-drill-fast-paced-off-ball-offensive-and-defensive-lacrosse-drill-powlax.pdf/,1081204916,[mpdl-file-link file_id=1203],https://powlax.com/wp-content/uploads/2022/08/Seawolves-Drill.webp
,,Short 1v1's,124,Short 1v1&#8217;s increases the emphasis on what offensive and defensive players should do when a dodge gets near the middle of the field.,,skill-drill,,,,,06-08,09-12,09-10,,coaches,coaches_corner,,1078533920,[mpdl-file-link file_id=1154],https://powlax.com/wp-content/uploads/2020/08/Short-1v1s-Lacrosse-POWLAX.webp
,,Side 3v2 vs Zone Defense,31,"This is a video about utilizing the three on twos on the sides of the field when playing against a zone defense. So it's a concept for beating zone defenses, it can be a strategy in and of itself.",offense,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/how-to-beat-zone-defense-lacrosse-coaching-zone-offense-powlax.pdf/,1081201496,[mpdl-file-link file_id=1162],https://powlax.com/wp-content/uploads/2022/07/047DEB25-4BF8-4CBB-800E-4ED890B9D427.webp
,,Sideways West Genny Drill,125,Sideways West Genny is a fast-paced competition drill that focuses on offensive and defensive players reading the field and making good decisions.,offense;defense,team-competition,,,,,06-10,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/sideways-west-genny-lacrosse-powlax.pdf/,1078533638,[mpdl-file-link file_id=1193],https://powlax.com/wp-content/uploads/2020/08/Sideways-West-Genny-Lacrosse-Drill-POWLAX.webp
,,Skeleton Shooting,126,"<style type=""text/css""><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--></style>If you don&#8217;t shoot, you can&#8217;t score. But why not run a shooting drill that reinforces the motions and concepts of your offense? Skeleton shooting is a tremendous drill for training players to shoot within the concepts of the offense that you run!",offense; motion-offense,skill-drill,,,,,06-08,09-14,13-14,,coaches,coaches_corner,,1092030908,[mpdl-file-link file_id=1241],https://powlax.com/wp-content/uploads/2020/08/Skeleton-Shooting-Lacrosse-POWLAX-1-scaled.webp;https://powlax.com/wp-content/uploads/2020/08/Skeleton-Shooting-Lacrosse-POWLAX-scaled.webp
,,Slow Break Offense,127,The best time to attack a defense is before it get set up. This slow break sets up your offense fluidly while can pushing the tempo during the first 10 seconds of a possession.,transition-o-d,,,,,,06-08,09-14,13-14,,coaches,coaches_corner,,1078459865,[mpdl-file-link file_id=1317],https://powlax.com/wp-content/uploads/2020/08/Slow-Break-Offense-Lacrosse-POWLAX.webp
,,Spike Stickwork Drill,130,The Spike Stickwork &amp;Passing Drill Drill is an excellent warm up drill that emphasizes swinging the ball around the perimeter of the field while integrating variety of techniques.,offense,skill-drill,,,,,06-08,06-12,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/spike-stickwork-drill-lacrosse-powlax.pdf/,1078533886,[mpdl-file-link file_id=1271],https://powlax.com/wp-content/uploads/2020/08/Spike-Stickwork-Passing-Drill-Lacrosse-POWLAX.webp
,,Star and Swing It Passing,131,Challenge your players by combining two separate drills into one exceptional drill while focusing on passing and catching on the run inside as well as exchanging the ball on the outside.,offense,skill-drill,,,,,06-08,09-10,09-10,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/star-and-swing-it-drill-lacrosse-powlax.pdf/,1081205199,[mpdl-file-link file_id=1287],https://powlax.com/wp-content/uploads/2020/08/Star-and-Swing-It-Passing-Lacrosse-POWLAX.webp
,,Star Drill,132,An in-depth look into how to set up and run the classic Star Passing Drill and an innovative way to challenge players by adding in a wrinkle.,,skill-drill,,,,,06-08,09-10,09-10,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/star-drill-lacrosse-powlax.pdf/,1092030965,[mpdl-file-link file_id=1275],https://powlax.com/wp-content/uploads/2020/08/Star-Passing-Lacrosse-POWLAX.webp
,,Subbing Through The Midline,134,This gives you a huge advantage if you can keep your opponents offense of personnel on the field!,clearing,,,,,,06-08,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/subbing-through-the-midline-lacrosse-powlax.pdf/,1081205184,[mpdl-file-link file_id=1118],https://powlax.com/wp-content/uploads/2021/03/Subbing-Through-the-Midline-POWLAX-Lacrosse-.webp;https://powlax.com/wp-content/uploads/2021/03/Subbing-through-the-Midline-POWLAX-Lacrosse.webp
,,Sweep Fade Float Midfield Motion,178,21-12 Motion Offense Concept,offense,gameplay-concept,,,,,06-10,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/21-12-motion-offense-pdf-lacrosse-powlax.pdf/,181826651,,
,,Swing It Drill,135,Teaching players the correct way to exchange the ball is imperative to setting up and running any offense. This drill will allow you to get reps at all types of skills and exchanges.,offense,skill-drill,,,,,06-08,09-10,09-10,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/swing-it-drill-lacrosse-powlax.pdf/,1078459567,[mpdl-file-link file_id=1160],https://powlax.com/wp-content/uploads/2020/08/Swing-It-Passing-Lacrosse-POWLAX.webp
,,Technical Fouls of Lacrosse,181,Educational video explaining technical fouls.,,,,,,,06-08,06-18,15-18,,coaches;players;parents;referees,coaches_corner,,1078459017,,
,,The Riding Playbook,138,"How do we want our players to ride within the 3-3 Deep Zone Ride, 2 Down Windshield Wiper Ride, Goalie Ride, and Zero Ride.",riding,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/the-riding-playbook-lacrosse-powlax.pdf/,1078533367,[mpdl-file-link file_id=1277],https://powlax.com/wp-content/uploads/2023/11/The-Riding-Playbook-Thumbnail-1.webp;https://powlax.com/wp-content/uploads/2023/11/The-Riding-Playbook-Thumbnail.webp
,,Throwback Line Drills,139,"Players who don&#8217;t step away to free their hands end up turning the ball over. So, train them how to use north-south dodges, east-west dodges, and hands-free dodges with this simple and effective skill drill.",offense;defense,skill-drill,,,,,06-08,09-12,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/throwback-line-drills-lacrosse-powlax.pdf/,182763087,[mpdl-file-link file_id=1251],https://powlax.com/wp-content/uploads/2020/08/Throwback-Line-Drills-Lacrosse-POWLAX-scaled.webp
,,Touch The Hat Approach Drill,140,This is a gauntlet style drill that will truly test how your defenseman approach when they’re tired.,defense,skill-drill,,,,,06-08,09-12,09-10,,coaches,coaches_corner,,1078533898,[mpdl-file-link file_id=1285],https://powlax.com/wp-content/uploads/2020/08/Touch-The-Hat-Approach-Drill-Lacrosse-POWLAX-scaled.webp
,,Trailer Fast Break (5v4),141,"Transition opportunities come in all shapes and sizes. This 5v4 break can be tough for players to recognize, but once they see the advantage, it&#8217;s hard to stop.",transition-o-d,,,,,,06-08,09-14,13-14,,coaches,coaches_corner,,1078459836,[mpdl-file-link file_id=1289],https://powlax.com/wp-content/uploads/2020/08/Trailer-Fast-Break-Lacrosse-POWLAX-scaled.webp;https://powlax.com/wp-content/uploads/2020/08/Trailer-Fast-Break-Lacrosse-POWLAX-1-scaled.webp
,,Triangle Approach Drill,142,The triangle approach drill is a simple drill that shows defenseman how to direct a dodger.,defense,1-v-1-competition,,,,,06-08,09-12,09-10,,coaches,coaches_corner,,1092030895,[mpdl-file-link file_id=1239],https://powlax.com/wp-content/uploads/2020/08/Triangle-Approach-Drill-Lacrosse-POWLAX.webp
,,Triangle Show Drill,143,"The Triangle Show Drill teaches players how an adjacent slide package works by simulating adjacent slides and recoveries in a 3v3 set. The players will learn:<br />1) Communication for on-ball and adjacent players.<br />2) Off ball stance and positioning.<br />3) Adjacent slide and recovery mechanics and communication for simple dodges, carry shallow cuts, and picks.",defense,gameplay-concept,,,,,06-10,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/triangle-show-adjacent-slide-and-recovery-drill-lacrosse-powlax.pdf/,180762665,[mpdl-file-link file_id=1146],https://powlax.com/wp-content/uploads/2020/08/Triangle-Show-Drill-Lacrosse-POWLAX-scaled.webp
,,Trick Man Down Clear,92,Use substitutions to free up a midfielder on a man down dead ball clear.,clearing;man-down,,,,,,09-10,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/a-complete-guide-to-man-down-defense-lacrosse-powlax.pdf/,1081206305,[mpdl-file-link file_id=1277],https://powlax.com/wp-content/uploads/2020/12/Trick-Clear-Man-Down-Defense-Lacrosse-POWLAX.webp
,,Types of 2 Man Games,145,An overview of all the different types of 2 Man Games,offense; 2-man-game,,,,,,06-10,06-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/2-man-game-pdf.pdf/,1092030740,[mpdl-file-link file_id=1156],https://powlax.com/wp-content/uploads/2020/08/Types-of-2-Man-Games-Lacrosse-POWLAX.webp
,,UNC's 3 Man Slow Break Offense,146,This Slow Break Offense will allow you to get your offensive personnel on the field while creating strong hand feed and finish looks!,offense; transition-o-d,,,,,,09-14,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/uncs-3-man-slow-break-offense-lacrosse-powlax.pdf/,1081204619,[mpdl-file-link file_id=1174],https://powlax.com/wp-content/uploads/2020/08/UNCs-3-Man-Slow-Break-Offense-Lacrosse-POWLAX.webp
,,Up Pick to Down Pick Box Offense,147,This simple offense combines 4 separate picks to run consistently and consecutively. It frustrates defenses by making them make decisions constantly and allows players to play fast within a structured offense that has a plethora of looks and playmaking opportunities.,offense; 2-man-game,gameplay-concept,,,,,09-14,13-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/up-pick-to-down-pick-offense-lacrosse-powlax.pdf/,1078459700,[mpdl-file-link file_id=1211],https://powlax.com/wp-content/uploads/2020/08/Up-Pick-to-Down-Pick-Box-Offense-Lacrosse-POWLAX.webp
,,Using and Defending Box Picks,80,Learn the ins and outs of setting and defending picks in Box Lacrosse.,offense; defense,gameplay-concept,,,,,09-10,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/using-and-defending-box-picks-box-lacrosse-powlax.pdf/,1078459157,[mpdl-file-link file_id=1253],https://powlax.com/wp-content/uploads/2020/08/Using-and-Defending-Box-Picks-Lacrosse-POWLAX.webp
,,Virginia's 2-2-2 from X,149,A staple in Virginia&#8217;s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!,offense,,,,,,09-14,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/virginias-2-2-2-from-x-lacrosse-powlax.pdf/,1092030466,[mpdl-file-link file_id=1239],https://powlax.com/wp-content/uploads/2020/08/Virginias-2-2-2-From-X-1.webp
,,Virginia's 2-2-2 From X - Players Cut,182,Players version of Virginia's 2-2-2 From X,offense;set-plays,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/virginias-2-2-2-from-x-lacrosse-powlax.pdf/,1092030666,,
,,Virginia's Man Up Motions into a 3-3,148,Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.,man-up,,,,,,09-14,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/virginias-man-up-motions-into-a-3-3-lacrosse-powlax.pdf/,1081204555,[mpdl-file-link file_id=1313],https://powlax.com/wp-content/uploads/2020/08/Virginias-Man-Up-Motions-into-a-3-3-Lacrosse-POWLAX.webp
,,Weave and Mumbo Box Offense,150,The Weave and Mumbo Box Lacrosse Offense is a simple motion offense based on the Duke Fade and Follow Offense. It&#8217;s easy for players to remember and creates a ton of great shooting opportunities!,offense,,,,,,06-08,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/weave-and-mumbo-box-offense-lacrosse-powlax.pdf/,1078459324,[mpdl-file-link file_id=1257],https://powlax.com/wp-content/uploads/2020/08/Weave-and-Mumbo-Box-Offense-Lacrosse-POWLAX.webp
,,Wesleyans National Championship Zone Defense,151,Learn the ins and outs of Wesleyan’s 2018 National Championship 3-3 Zone Defense!,defense;zone-defense,,,,,,09-14,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/wesleyans-national-championship-zone-defense-lacrosse-powlax.pdf/,1078533467,[mpdl-file-link file_id=1233],https://powlax.com/wp-content/uploads/2020/08/Wesleyans-National-Championship-Zone-POWLAX-Lacrosse.webp;https://powlax.com/wp-content/uploads/2020/08/Weseyan-3-3-Zone-POWLAX-Master-Class-Banner.webp;https://powlax.com/wp-content/uploads/2020/08/Take-This-As-A-Master-Class-Banner-Black-White-and-Gold.webp
,,West Genny,152,A detailed description of this &#8220;player favorite&#8221;competition drill that focuses on transition offensive and defensive concepts and can be modified to work on offensive motions and defensive slide packages.,offense;defense;transition-o-d,team-competition,,,,,06-10,09-12,11-12,,coaches,coaches_corner,,1092030446,[mpdl-file-link file_id=1229],https://powlax.com/wp-content/uploads/2020/08/West-Genny-Drill-Lacrosse-POWLAX-scaled.webp
,,What are North South Dodges?,100,"This video explains what north south Dodgers are, essentially these are Dodgers that begin on the perimeter of the field, where the dodger runs at the defenseman. So north is the perimeter of the field, south is the Crea area in front of the Goal.",offense,,,,,,06-08,09-12,13-14,,coaches,coaches_corner,,1092030428,[mpdl-file-link file_id=1293],
,,What Is Lacrosse,129,"I feel that the game is more than the rules and regulations. I tried to convey the soul of our game in all of its forms and honor it’s traditions while emphasizing that everyone can utilize their unique gifts. The game sells itself, but perhaps this will entice a few more families into joining our community.",,,,,,,06-08,06-18,15-18,pdf_yes,players;parents,coaches_corner,https://powlax.com/mp-files/what-is-lacrosse.pdf/,1092030354,[mpdl-file-link file_id=1263],https://powlax.com/wp-content/uploads/2020/08/So-Your-Kid-Wants-to-Play-Lacrosse-What-is-Lavcrosse.webp
,,Wheel Rotations vs Zone Defense,116,Wheel Rotations can be used to draw players in zones out of position so that we can create great offensive chances.,offense,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/how-to-beat-zone-defense-lacrosse-coaching-zone-offense-powlax.pdf/,1081204313,[mpdl-file-link file_id=1261],https://powlax.com/wp-content/uploads/2022/07/B0D15192-AA38-4769-9A6D-CB4C1B8EDE70.webp;https://powlax.com/wp-content/uploads/2022/07/4D8E331C-9ED8-4289-9F0F-46E896373CE4.webp
,,Wild Cat Trap Zone Defense,153,The Wild Cat Trap Zone Defense takes the traditional 3-3 Zone formation but flips the principles on their heads.,defense,,,,,,09-14,13-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/wild-cat-trap-zone-defense-lacrosse-powlax.pdf/,1092030203,[mpdl-file-link file_id=1227],https://powlax.com/wp-content/uploads/2022/07/6455EDDD-31F9-4141-ADFC-C39E9C9175E3.webp
,,Wind Up 1v1's,154,"Wind Ups are the triple threat position in lacrosse. The ball carrier can dodge, pass, or shoot. It&#8217;s also extremely intimidating to defenders who don&#8217;t want to get hit with a shot. This drill focuses on teaching offensive players how to use wind ups to manipulate defenders and defenders how to stay poised and focused on playing proper defense.",offense,1-v-1-competition,,,,,06-08,09-12,11-12,,coaches,coaches_corner,,1092030158,[mpdl-file-link file_id=1281],https://powlax.com/wp-content/uploads/2020/08/Wind-Up-1v1s-Lacrosse-POWLAX-scaled.webp
,,Wind Up Dodging in Lacrosse,97,What are wind up dodges in lacrosse? An overview of popular wind up dodges in lacrosse.  Wind up Dodgers are Dodgers where the player will wind up like they're going to shoot and then dodge when the defender flinches.,offense,,,,,,06-08,09-12,13-14,,coaches,coaches_corner,,1092030117,[mpdl-file-link file_id=1287],https://powlax.com/wp-content/uploads/2022/11/Wind-Up-Dodges.webp
,,"Womens Lacrosse : How to Cradle, Switch Hands, and Catch",155,"Understanding how to cradle, switch hand, and catch with a womens stick vs a mens stick will allow for womens players to utilize all of the mens lacrosse skill content.",,,,,,,,,,,,coaches_corner,,1092252535,[mpdl-file-link file_id=1225],https://powlax.com/wp-content/uploads/2022/12/Skills-with-Womens-Sticks.webp
,,Womens Sticks: All the Skills Transfer,156,New technology has created women&#8217;s lacrosse sticks with nearly the same control as men&#8217;s sticks. Girls looking to play box lacrosse or pickup lacrosse with the boys should know that the skills they build will transfer to the new sticks.,,,,,,,06-08,06-08,09-10,,coaches,coaches_corner,,1092029976,[mpdl-file-link file_id=1269],https://powlax.com/wp-content/uploads/2022/11/Womens-Lacrosse-All-Skills-Transfer.webp
,,Wristers,157,Wristers are an essential drill to use in the box! Box Lacrosse is a much faster game with a lot less space. Wristers teach players how to snap off passes or shots in tight spaces without moving their hands away from their body. Wristers also incorporate learning how to use fakes.,,skill-drill,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/wristers-box-lacrosse-finishing-drill-powlax.pdf/,1078533857,[mpdl-file-link file_id=1295],https://powlax.com/wp-content/uploads/2020/08/Wristers-Box-Lacrosse-Finishing-Drill-POWLAX.webp
,,Y Drill (21-12),158,This multi-purpose competition drill can be used to help your offense bridge the gap from smaller 3 motions and drills into a full 6v6 concept and teach defensive players the perfect off-ball positioning and show and slide techniques when a dodge is coming from X.,offense; defense; man-to-man,gameplay-concept,,,,,06-10,09-12,11-12,,coaches,coaches_corner,,1078459453,[mpdl-file-link file_id=1197],https://powlax.com/wp-content/uploads/2020/08/Y-Drill-Lacrosse-POWLAX-scaled.webp
,,Yale Bulldog Set Play vs Zone Defense,159,Yale ran this play vs Loyola’s Zone Defense,offense;set-plays,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/how-to-beat-zone-defense-lacrosse-coaching-zone-offense-powlax.pdf/,1081205119,[mpdl-file-link file_id=1307],https://powlax.com/wp-content/uploads/2022/07/2F55A719-1044-47FE-8813-91A56BFD28AA.webp
,,You're Ruining Reps with Greasy Balls! The POWLAX Greaser Expirament,174,All those old balls are ruining reps in practice. Get rid of them and upgrade to ECD Mint or Pearl X&#8217;s.,,,,,,,06-08,06-18,13-14,,coaches,coaches_corner,,1092029825,,
